0.43	0.338
0.44	0.343
0.45	0.347975
0.46	0.352750075
0.47	0.35763476875
0.48374	0.3638116875
0.495935	0.3721493875
0.51626	0.3829509625
0.53252	0.397
0.54065	0.4081228
0.552846	0.4251201375
0.565041	0.447758275
0.577236	0.47807943125
0.585366	0.5178222375
0.589431	0.5593509
0.589431	0.59438
0.589431	0.6352323125
0.593496	0.687955375
0.597561	0.730380375
0.6	0.75531414375
0.605691	0.77756830625
0.613821	0.79921739375
0.621951	0.81637763125
0.630081	0.8307541125
0.638211	0.843242775
0.650407	0.8539523
0.666667	0.86306626875
0.682927	0.87040093125
0.707317	0.87600231875
0.719512	0.88054119375
0.743902	0.884514075
0.760163	0.8880299625
0.792683	0.8915536
0.813008	0.895418825
0.837398	0.8985875875
0.85	0.90038485
0.87	0.9015935
0.88	0.9024625
0.89	0.903
